"","rel_fc_126","rel_fc_127L","rel_fc_127H","rel_fc_128L","rel_fc_128H","rel_fc_129L","rel_fc_129H","rel_fc_130L","rel_fc_130H","rel_fc_131L"
"A0AVI4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A0AVT1",0.999999963458176,1.11581986015674,1.11586682683137,0.771302627060054,0.49894188697322,0.235066048309646,0.180253094538229,0.0618134386020976,0.0223251998773701,0.0083596500981328
"A0FGR8",0.999999963458176,1.13110431639213,0.950385885360881,0.726262923747687,0.694215088941477,0.212458411224472,0.13642345731019,0.0452910002223593,0.00817079882224925,0.0150684262767645
"A0JLT2",0.999999963458176,0.999997019524198,0.999849978279715,0.997730081281908,0.975603254165172,0.812002627997595,0.494041597660147,0.263519939616499,0.206741082729776,0.196228053631153
